Hitter,Swing,Pitcher,Pitch,Result,Diff,Inning,Outs,Home Score,Away Score,OBC,Batter WPA,Pitcher WPA,RBI,Run,Result at neutral park,Game ID,Inning ID,Session,Batter Team,Pitcher Team,Season,bruh
Forehead Jones,400,Filib Al'Anhar JR.,19,RGO,381,B2,0,0,1,0,-3.40%,3.40%,0,0,RGO,73,823,7,SDP,STL,3,
Dwendle Van Hammersmith,823,Filib Al'Anhar JR.,893,1B,70,B2,1,0,1,0,4.30%,-4.30%,0,0,1B,73,823,7,SDP,STL,3,
C.J. Yantzi,309,Filib Al'Anhar JR.,95,FO,214,B2,1,0,1,1,-4.74%,4.74%,0,0,FO,73,823,7,SDP,STL,3,
KayLee Stewart,915,Filib Al'Anhar JR.,463,LGO,452,B2,2,0,1,1,-4.50%,4.50%,0,0,LGO,73,823,7,SDP,STL,3,
Supreme Asslord,666,Richard Saks,107,LGO,441,T3,0,0,1,0,-2.77%,2.77%,0,0,LGO,73,824,7,STL,SDP,3,
Tre Nichols,335,Richard Saks,539,FO,204,T3,1,0,1,0,-2.57%,2.57%,0,0,FO,73,824,7,STL,SDP,3,
Grimm Carp,345,Richard Saks,290,1B,55,T3,2,0,1,0,2.02%,-2.02%,0,0,1B,73,824,7,STL,SDP,3,
Buzz Schwinghammer,399,Richard Saks,931,LGO,468,T3,2,0,1,1,-3.60%,3.60%,0,0,LGO,73,824,7,STL,SDP,3,
Solf J. Kimblee,936,Filib Al'Anhar JR.,120,FO,184,B3,0,0,1,0,-4.00%,4.00%,0,0,FO,73,825,7,SDP,STL,3,
Dwayne Stevenson,,Filib Al'Anhar JR.,,Auto K,,B3,1,0,1,0,-3.30%,3.30%,0,0,Auto K,73,825,7,SDP,STL,3,
Caleb Aiken,997,Filib Al'Anhar JR.,803,FO,194,B3,2,0,1,0,-2.29%,2.29%,0,0,FO,73,825,7,SDP,STL,3,
Stan Mann,666,Richard Saks,827,BB,161,T4,0,0,1,0,3.74%,-3.74%,0,0,BB,73,826,7,STL,SDP,3,
Connor Morgan,435,Richard Saks,357,1B,78,T4,0,0,1,1,6.47%,-6.47%,0,0,1B,73,826,7,STL,SDP,3,
Jack Jackie Jackson,967,Richard Saks,568,DP,399,T4,0,0,1,4,-12.23%,12.23%,0,0,LGO,73,826,7,STL,SDP,3,
Clip Toller,333,Richard Saks,763,RGO,430,T4,2,0,1,3,-5.15%,5.15%,0,0,RGO,73,826,7,STL,SDP,3,
Benjamin Baeurkemper,501,Filib Al'Anhar JR.,985,LGO,484,B4,0,0,1,0,-4.80%,4.80%,0,0,LGO,73,827,7,SDP,STL,3,
Donked McToad,720,Filib Al'Anhar JR.,185,LGO,465,B4,1,0,1,0,-4.17%,4.17%,0,0,LGO,73,827,7,SDP,STL,3,
Forehead Jones,100,Filib Al'Anhar JR.,27,2B,73,B4,2,0,1,0,6.51%,-6.51%,0,0,2B,73,827,7,SDP,STL,3,
Dwendle Van Hammersmith,342,Filib Al'Anhar JR.,107,FO,235,B4,2,0,1,2,-9.87%,9.87%,0,0,FO,73,827,7,SDP,STL,3,
Dong Soto,,Filet-Mignon Jackson,,Auto K,,T5,0,0,1,0,-3.05%,3.05%,0,0,Auto K,73,828,7,STL,SDP,3,
Supreme Asslord,666,Filet-Mignon Jackson,900,FO,234,T5,1,0,1,0,-2.51%,2.51%,0,0,FO,73,828,7,STL,SDP,3,
Tre Nichols,474,Filet-Mignon Jackson,967,LGO,493,T5,2,0,1,0,-1.73%,1.73%,0,0,LGO,73,828,7,STL,SDP,3,
C.J. Yantzi,55,Filib Al'Anhar JR.,240,FO,185,B5,0,0,1,0,-6.28%,6.28%,0,0,FO,73,829,7,SDP,STL,3,
KayLee Stewart,105,Filib Al'Anhar JR.,158,2B,53,B5,1,0,1,0,12.22%,-12.22%,0,0,2B,73,829,7,SDP,STL,3,
Solf J. Kimblee,862,Filib Al'Anhar JR.,140,K,278,B5,1,0,1,2,-9.74%,9.74%,0,0,K,73,829,7,SDP,STL,3,
Dwayne Stevenson,351,Filib Al'Anhar JR.,763,RGO,412,B5,2,0,1,2,-12.65%,12.65%,0,0,RGO,73,829,7,SDP,STL,3,
Grimm Carp,1000,Filet-Mignon Jackson,290,K,290,T6,0,0,1,0,-2.38%,2.38%,0,0,K,73,830,7,STL,SDP,3,
Buzz Schwinghammer,392,Filet-Mignon Jackson,219,FO,173,T6,1,0,1,0,-1.97%,1.97%,0,0,FO,73,830,7,STL,SDP,3,
Stan Mann,999,Filet-Mignon Jackson,585,RGO,414,T6,2,0,1,0,-1.53%,1.53%,0,0,RGO,73,830,7,STL,SDP,3,
Caleb Aiken,827,Filib Al'Anhar JR.,45,FO,218,B6,0,0,1,0,-9.46%,9.46%,0,0,FO,73,831,7,SDP,STL,3,
Benjamin Baeurkemper,909,Filib Al'Anhar JR.,600,K,309,B6,1,0,1,0,-9.16%,9.16%,0,0,K,73,831,7,SDP,STL,3,
Donked McToad,333,Filib Al'Anhar JR.,231,BB,102,B6,2,0,1,0,7.21%,-7.21%,0,0,BB,73,831,7,SDP,STL,3,
Forehead Jones,100,Filib Al'Anhar JR.,831,K,269,B6,2,0,1,1,-13.83%,13.83%,0,0,K,73,831,7,SDP,STL,3,
Sevag Vapor,983,Joe Runzer,811,FO,172,T1,0,0,0,0,-2.52%,2.52%,0,0,FO,74,832,7,DET,OAK,3,
Xander MacAnder,543,Joe Runzer,900,PO,357,T1,1,0,0,0,-2.51%,2.51%,0,0,PO,74,832,7,DET,OAK,3,
Doc JaAm,12,Joe Runzer,499,LGO,487,T1,2,0,0,0,-1.75%,1.75%,0,0,LGO,74,832,7,DET,OAK,3,
Max Wasson,168,Master Cashier,205,2B,37,B1,0,0,0,0,6.77%,-6.77%,0,1,2B,74,833,7,OAK,DET,3,
Rich Poorman,4,Master Cashier,798,FO,206,B1,0,0,0,2,-4.09%,4.09%,0,0,FO,74,833,7,OAK,DET,3,
Assassin Xekutioner,926,Master Cashier,47,BB,121,B1,1,0,0,2,2.69%,-2.69%,0,0,BB,74,833,7,OAK,DET,3,
Dog Man,684,Master Cashier,47,PO,363,B1,1,0,0,4,-6.06%,6.06%,0,0,PO,74,833,7,OAK,DET,3,
Mike Rodick,399,Master Cashier,330,1B,69,B1,2,0,0,4,10.84%,-10.84%,1,0,1B,74,833,7,OAK,DET,3,
Dominus Nominus,777,Master Cashier,69,FO,292,B1,2,1,0,5,-5.17%,5.17%,0,0,FO,74,833,7,OAK,DET,3,
Randy Pinkwood,850,Joe Runzer,671,FO,179,T2,0,1,0,0,-2.54%,2.54%,0,0,FO,74,834,7,DET,OAK,3,
Morris Deratt,303,Joe Runzer,748,LGO,445,T2,1,1,0,0,-3.53%,3.53%,0,0,LGO,74,834,7,DET,OAK,3,
Otis Nixon Sr.,666,Joe Runzer,748,1B,82,T2,2,1,0,0,2.27%,-2.27%,0,0,1B,74,834,7,DET,OAK,3,
Merodach Baladan,865,Joe Runzer,748,BB,117,T2,2,1,0,1,3.99%,-3.99%,0,0,BB,74,834,7,DET,OAK,3,
Kenneth Moore,349,Joe Runzer,654,K,305,T2,2,1,0,4,-7.71%,7.71%,0,0,K,74,834,7,DET,OAK,3,
Becky McBadbat,500,Master Cashier,623,BB,123,B2,0,1,0,0,3.55%,-3.55%,0,0,BB,74,835,7,OAK,DET,3,
Justin Dingers,859,Master Cashier,105,K,246,B2,0,1,0,1,-3.09%,3.09%,0,0,K,74,835,7,OAK,DET,3,
Richard Humongous,500,Master Cashier,738,FO,238,B2,1,1,0,1,-3.09%,3.09%,0,0,FO,74,835,7,OAK,DET,3,
Max Wasson,592,Master Cashier,906,K,314,B2,2,1,0,1,-3.15%,3.15%,0,0,K,74,835,7,OAK,DET,3,
John Johnson Jr.,748,Joe Runzer,1,FO,253,T3,0,1,0,0,-3.61%,3.61%,0,0,FO,74,836,7,DET,OAK,3,
Sevag Vapor,983,Joe Runzer,777,FO,206,T3,1,1,0,0,-3.13%,3.13%,0,0,FO,74,836,7,DET,OAK,3,
Xander MacAnder,69,Joe Runzer,1,1B,68,T3,2,1,0,0,2.76%,-2.76%,0,0,1B,74,836,7,DET,OAK,3,
Doc JaAm,456,Joe Runzer,897,LGO,441,T3,2,1,0,1,-4.93%,4.93%,0,0,LGO,74,836,7,DET,OAK,3,
Rich Poorman,351,Master Cashier,711,RGO,360,B3,0,1,0,0,-2.35%,2.35%,0,0,RGO,74,837,7,OAK,DET,3,
Assassin Xekutioner,456,Master Cashier,103,PO,353,B3,1,1,0,0,-2.23%,2.23%,0,0,PO,74,837,7,OAK,DET,3,
Dog Man,986,Master Cashier,846,FO,140,B3,2,1,0,0,-1.45%,1.45%,0,0,FO,74,837,7,OAK,DET,3,
Randy Pinkwood,800,Joe Runzer,666,FO,134,T4,0,1,0,0,-4.06%,4.06%,0,0,FO,74,838,7,DET,OAK,3,
Morris Deratt,102,Joe Runzer,901,FO,201,T4,1,1,0,0,-3.83%,3.83%,0,0,FO,74,838,7,DET,OAK,3,
Otis Nixon Sr.,69,Joe Runzer,122,2B,53,T4,2,1,0,0,4.48%,-4.48%,0,0,2B,74,838,7,DET,OAK,3,
Merodach Baladan,956,Joe Runzer,69,BB,113,T4,2,1,0,2,3.04%,-3.04%,0,0,BB,74,838,7,DET,OAK,3,
Kenneth Moore,667,Joe Runzer,233,RGO,434,T4,2,1,0,4,-10.10%,10.10%,0,0,RGO,74,838,7,DET,OAK,3,
Mike Rodick,,Master Cashier,,Auto K,,B4,0,1,0,0,-2.24%,2.24%,0,0,Auto K,74,839,7,OAK,DET,3,
Dominus Nominus,420,Master Cashier,310,BB,110,B4,1,1,0,0,2.38%,-2.38%,0,1,BB,74,839,7,OAK,DET,3,
Becky McBadbat,777,Master Cashier,701,1B,76,B4,1,1,0,1,3.78%,-3.78%,0,1,1B,74,839,7,OAK,DET,3,
Justin Dingers,911,Master Cashier,909,HR,2,B4,1,1,0,4,14.95%,-14.95%,3,1,HR,74,839,7,OAK,DET,3,
Richard Humongous,527,Master Cashier,127,RGO,400,B4,1,4,0,0,-0.68%,0.68%,0,0,RGO,74,839,7,OAK,DET,3,
Max Wasson,243,Master Cashier,359,BB,116,B4,2,4,0,0,0.29%,-0.29%,0,0,BB,74,839,7,OAK,DET,3,
Rich Poorman,593,Master Cashier,444,BB,149,B4,2,4,0,1,0.28%,-0.28%,0,0,BB,74,839,7,OAK,DET,3,
Assassin Xekutioner,69,Master Cashier,800,K,269,B4,2,4,0,4,-0.40%,0.40%,0,0,K,74,839,7,OAK,DET,3,
John Johnson Jr.,944,Joe Runzer,437,LGO,493,T5,0,4,0,0,-1.30%,1.30%,0,0,LGO,74,840,7,DET,OAK,3,
Sevag Vapor,730,Joe Runzer,937,FO,207,T5,1,4,0,0,-1.32%,1.32%,0,0,FO,74,840,7,DET,OAK,3,
Xander MacAnder,413,Joe Runzer,777,PO,364,T5,2,4,0,0,-0.54%,0.54%,0,0,PO,74,840,7,DET,OAK,3,
Dog Man,452,Dick Woolridge,204,K,248,B5,0,4,0,0,-0.06%,0.06%,0,0,K,74,841,7,OAK,DET,3,
JP Panik,508,Dick Woolridge,790,K,282,B5,1,4,0,0,-0.32%,0.32%,0,0,K,74,841,7,OAK,DET,3,
Dominus Nominus,69,Dick Woolridge,720,K,349,B5,2,4,0,0,-0.19%,0.19%,0,0,K,74,841,7,OAK,DET,3,
Doc JaAm,12,Joe Runzer,777,FO,235,T6,0,4,0,0,-1.32%,1.32%,0,0,FO,74,842,7,DET,OAK,3,
Randy Pinkwood,420,Joe Runzer,899,LGO,479,T6,1,4,0,0,-0.57%,0.57%,0,0,LGO,74,842,7,DET,OAK,3,
Morris Deratt,163,Joe Runzer,666,LGO,497,T6,2,4,0,0,-0.25%,0.25%,0,0,LGO,74,842,7,DET,OAK,3,
walnuts labonte,850,Ryan Gastings,872,3B,22,T1,0,0,0,0,11.37%,-11.37%,0,1,3B,75,843,7,NYY,TOR,3,
Tyrone Jennings lll,630,Ryan Gastings,1,RGO,371,T1,0,0,0,3,-3.36%,3.36%,1,0,RGO,75,843,7,NYY,TOR,3,
S. Jay Cutler,209,Ryan Gastings,245,3B,36,T1,1,0,1,0,8.87%,-8.87%,0,1,3B,75,843,7,NYY,TOR,3,
Dirtbag Darrell,473,Ryan Gastings,440,2B,33,T1,1,0,1,3,4.12%,-4.12%,1,1,2B,75,843,7,NYY,TOR,3,
Rich Mahogany,535,Ryan Gastings,440,1B,95,T1,1,0,2,2,5.93%,-5.93%,0,0,1B,75,843,7,NYY,TOR,3,
Hingle McCringleberry,69,Ryan Gastings,888,Sac,181,T1,1,0,2,5,-0.52%,0.52%,1,0,FO,75,843,7,NYY,TOR,3,
Rich Mahogany,500,Ryan Gastings,783,SB,283,T1,2,0,3,1,0.95%,-0.95%,0,0,SB,75,843,7,NYY,TOR,3,
Biff Studd,555,Ryan Gastings,253,K,302,T1,2,0,3,2,-3.09%,3.09%,0,0,K,75,843,7,NYY,TOR,3,
Josh Gordon,286,Artanis Jones,22,FO,264,B1,0,0,3,0,-2.64%,2.64%,0,0,FO,75,844,7,TOR,NYY,3,
Mylo Grams,764,Artanis Jones,726,2B,38,B1,1,0,3,0,4.56%,-4.56%,0,0,2B,75,844,7,TOR,NYY,3,
Graham Grams,941,Artanis Jones,701,FO,240,B1,1,0,3,2,-3.84%,3.84%,0,0,FO,75,844,7,TOR,NYY,3,
Tom Crean,341,Artanis Jones,753,RGO,412,B1,2,0,3,2,-4.44%,4.44%,0,0,RGO,75,844,7,TOR,NYY,3,
Cam Singleton,899,Ryan Gastings,1,1B,102,T2,0,0,3,0,1.84%,-1.84%,0,1,1B,75,845,7,NYY,TOR,3,
Swing N. Miss,250,Ryan Gastings,125,1B,125,T2,0,0,3,1,4.00%,-4.00%,0,0,1B,75,845,7,NYY,TOR,3,
walnuts labonte,576,Ryan Gastings,729,BB,153,T2,0,0,3,4,2.84%,-2.84%,0,0,BB,75,845,7,NYY,TOR,3,
Tyrone Jennings lll,575,Ryan Gastings,347,Sac,228,T2,0,0,3,7,-1.01%,1.01%,1,0,FO,75,845,7,NYY,TOR,3,
S. Jay Cutler,960,Ryan Gastings,783,FO,177,T2,1,0,4,4,-1.34%,1.34%,0,0,FO,75,845,7,NYY,TOR,3,
Dirtbag Darrell,,Ryan Gastings,,Auto BB,,T2,2,0,4,4,0.60%,-0.60%,0,0,Auto BB,75,845,7,NYY,TOR,3,
Rich Mahogany,860,Ryan Gastings,383,LGO,477,T2,2,0,4,7,-3.59%,3.59%,0,0,LGO,75,845,7,NYY,TOR,3,
Iris Solstace,199,Artanis Jones,206,HR,7,B2,0,0,4,0,7.35%,-7.35%,1,1,HR,75,846,7,TOR,NYY,3,
Catfish O'Acid,330,Artanis Jones,379,2B,49,B2,0,1,4,0,5.85%,-5.85%,0,0,2B,75,846,7,TOR,NYY,3,
Victor Justice,210,Artanis Jones,598,PO,388,B2,0,1,4,2,-5.07%,5.07%,0,0,PO,75,846,7,TOR,NYY,3,
Charles Moore,273,Artanis Jones,31,FO,242,B2,1,1,4,2,-3.97%,3.97%,0,0,FO,75,846,7,TOR,NYY,3,
Doughy Blobbo,584,Artanis Jones,837,FO,253,B2,2,1,4,2,-3.43%,3.43%,0,0,FO,75,846,7,TOR,NYY,3,
Hingle McCringleberry,21,Ryan Gastings,689,RGO,332,T3,0,1,4,0,-1.17%,1.17%,0,0,RGO,75,847,7,NYY,TOR,3,
Biff Studd,424,Ryan Gastings,256,BB,168,T3,1,1,4,0,1.20%,-1.20%,0,0,BB,75,847,7,NYY,TOR,3,
Cam Singleton,1,Ryan Gastings,483,DP,482,T3,1,1,4,1,-3.61%,3.61%,0,0,LGO,75,847,7,NYY,TOR,3,
Josh Gordon,999,Artanis Jones,626,K,373,B3,0,1,4,0,-2.97%,2.97%,0,0,K,75,848,7,TOR,NYY,3,
Mylo Grams,7,Artanis Jones,818,FO,189,B3,1,1,4,0,-2.46%,2.46%,0,0,FO,75,848,7,TOR,NYY,3,
Graham Grams,234,Artanis Jones,664,RGO,430,B3,2,1,4,0,-1.73%,1.73%,0,0,RGO,75,848,7,TOR,NYY,3,
Swing N. Miss,900,Ryan Gastings,291,LGO,391,T4,0,1,4,0,-1.34%,1.34%,0,0,LGO,75,849,7,NYY,TOR,3,
walnuts labonte,777,Ryan Gastings,855,1B,78,T4,1,1,4,0,1.72%,-1.72%,0,1,1B,75,849,7,NYY,TOR,3,
Tyrone Jennings lll,130,Ryan Gastings,223,1B,93,T4,1,1,4,1,1.43%,-1.43%,0,1,1B,75,849,7,NYY,TOR,3,
S. Jay Cutler,209,Ryan Gastings,69,BB,140,T4,1,1,4,4,3.59%,-3.59%,0,1,BB,75,849,7,NYY,TOR,3,
Layzer Gunn,532,Ryan Gastings,382,BB,150,T4,1,1,4,7,3.78%,-3.78%,1,1,BB,75,849,7,NYY,TOR,3,
Rich Mahogany,713,Ryan Gastings,578,1B,135,T4,1,1,5,7,1.57%,-1.57%,1,1,1B,75,849,7,NYY,TOR,3,
Hingle McCringleberry,969,Ryan Gastings,2,3B,33,T4,1,1,6,7,2.49%,-2.49%,3,1,3B,75,849,7,NYY,TOR,3,
Biff Studd,240,Ryan Gastings,849,RGO,391,T4,1,1,9,3,0.00%,0.00%,1,0,RGO,75,849,7,NYY,TOR,3,
Cam Singleton,600,Ryan Gastings,832,FO,232,T4,2,1,10,0,0.00%,0.00%,0,0,FO,75,849,7,NYY,TOR,3,
Tom Crean,18,Artanis Jones,809,FO,209,B4,0,1,10,0,0.00%,0.00%,0,0,FO,75,850,7,TOR,NYY,3,
Iris Solstace,558,Artanis Jones,257,K,301,B4,1,1,10,0,0.00%,0.00%,0,0,K,75,850,7,TOR,NYY,3,
Catfish O'Acid,666,Artanis Jones,551,1B,115,B4,2,1,10,0,0.00%,0.00%,0,0,1B,75,850,7,TOR,NYY,3,
Victor Justice,478,Artanis Jones,199,K,279,B4,2,1,10,1,0.00%,0.00%,0,0,K,75,850,7,TOR,NYY,3,
Skye McDowell,420,Ryan Gastings,382,3B,38,T5,0,1,10,0,0.00%,0.00%,0,1,3B,75,851,7,NYY,TOR,3,
walnuts labonte,428,Mylo Grams,112,Sac,316,T5,0,1,10,3,0.00%,0.00%,1,0,K,75,851,7,NYY,TOR,3,
Rapid Eagle,828,Mylo Grams,358,RGO,470,T5,1,1,11,0,0.00%,0.00%,0,0,LGO,75,851,7,NYY,TOR,3,
S. Jay Cutler,712,Mylo Grams,632,2B,80,T5,2,1,11,0,0.00%,0.00%,0,1,1B,75,851,7,NYY,TOR,3,
Layzer Gunn,69,Mylo Grams,134,2B,65,T5,2,1,11,2,0.00%,0.00%,1,0,2B,75,851,7,NYY,TOR,3,
Rich Mahogany,313,Mylo Grams,558,FO,245,T5,2,1,12,2,0.00%,0.00%,0,0,FO,75,851,7,NYY,TOR,3,
Charles Moore,818,Artanis Jones,468,K,350,B5,0,1,12,0,0.00%,0.00%,0,0,K,75,852,7,TOR,NYY,3,
Doughy Blobbo,632,Artanis Jones,738,1B,106,B5,1,1,12,0,0.00%,0.00%,0,0,1B,75,852,7,TOR,NYY,3,
Josh Gordon,2,Artanis Jones,750,FO,252,B5,1,1,12,1,0.00%,0.00%,0,0,FO,75,852,7,TOR,NYY,3,
Joey McCarty,776,Artanis Jones,301,LGO,475,B5,2,1,12,1,0.00%,0.00%,0,0,LGO,75,852,7,TOR,NYY,3,
Hingle McCringleberry,420,Mylo Grams,913,LGO,493,T6,0,1,12,0,0.00%,0.00%,0,0,LGO,75,853,7,NYY,TOR,3,
Benjamin 'Benji' Bjorn,144,Mylo Grams,422,FO,278,T6,1,1,12,0,0.00%,0.00%,0,0,FO,75,853,7,NYY,TOR,3,
Cam Singleton,125,Mylo Grams,357,FO,232,T6,2,1,12,0,0.00%,0.00%,0,0,FO,75,853,7,NYY,TOR,3,
Graham Grams,307,Artanis Jones,147,BB,160,B6,0,1,12,0,0.00%,0.00%,0,0,BB,75,854,7,TOR,NYY,3,
Tom Crean,500,Artanis Jones,966,DP,466,B6,0,1,12,1,0.00%,0.00%,0,0,LGO,75,854,7,TOR,NYY,3,
Iris Solstace,700,Artanis Jones,3,K,303,B6,2,1,12,0,0.00%,0.00%,0,0,K,75,854,7,TOR,NYY,3,
Les Dee-Ache,500,Valeria Lisova,314,BB,186,T1,0,0,0,0,3.67%,-3.67%,0,1,BB,76,855,7,COL,MIA,3,
Juan Diego De Las Rosas,956,Valeria Lisova,131,BB,175,T1,0,0,0,1,7.14%,-7.14%,0,0,BB,76,855,7,COL,MIA,3,
Gottlieb Giannopolous,933,Valeria Lisova,982,2B,49,T1,0,0,0,4,13.12%,-13.12%,1,0,2B,76,855,7,COL,MIA,3,
Steel Pipe Simpson,666,Valeria Lisova,300,K,366,T1,0,0,1,6,-3.90%,3.90%,0,0,K,76,855,7,COL,MIA,3,
Dick McScrotington IV,111,Valeria Lisova,410,K,299,T1,1,0,1,6,-6.94%,6.94%,0,0,K,76,855,7,COL,MIA,3,
Buttfart McPoopus,889,Valeria Lisova,572,K,317,T1,2,0,1,6,-8.64%,8.64%,0,0,K,76,855,7,COL,MIA,3,
Giminy Schlimjim,567,Garrett Evans,928,K,361,B1,0,0,1,0,-3.16%,3.16%,0,0,K,76,856,7,MIA,COL,3,
Demetrios Ooga,800,Garrett Evans,645,BB,155,B1,1,0,1,0,3.85%,-3.85%,0,1,BB,76,856,7,MIA,COL,3,
Demetrios Ooga,781,Garrett Evans,645,SB,136,B1,1,0,1,1,0.76%,-0.76%,0,0,SB,76,856,7,MIA,COL,3,
Antonin Periwinkle,811,Garrett Evans,111,K,300,B1,1,0,1,2,-3.72%,3.72%,0,0,K,76,856,7,MIA,COL,3,
Andrew Nova,545,Garrett Evans,511,3B,34,B1,2,0,1,2,12.06%,-12.06%,1,0,3B,76,856,7,MIA,COL,3,
Overdi Fenz,848,Garrett Evans,314,LGO,466,B1,2,1,1,3,-5.35%,5.35%,0,0,LGO,76,856,7,MIA,COL,3,
John Bumbus,206,Valeria Lisova,495,K,289,T2,0,1,1,0,-2.86%,2.86%,0,0,K,76,857,7,COL,MIA,3,
Pretzels Poffenberger,420,Valeria Lisova,538,1B,118,T2,1,1,1,0,3.77%,-3.77%,0,0,1B,76,857,7,COL,MIA,3,
Jesse Kilgannon,104,Valeria Lisova,866,FO,238,T2,1,1,1,1,-4.68%,4.68%,0,0,FO,76,857,7,COL,MIA,3,
Les Dee-Ache,911,Valeria Lisova,765,BB,146,T2,2,1,1,1,3.59%,-3.59%,0,0,BB,76,857,7,COL,MIA,3,
Juan Diego De Las Rosas,222,Valeria Lisova,22,FO,200,T2,2,1,1,4,-7.13%,7.13%,0,0,FO,76,857,7,COL,MIA,3,
Ian Brandon Owen Bust,887,Garrett Evans,222,K,335,B2,0,1,1,0,-2.75%,2.75%,0,0,K,76,858,7,MIA,COL,3,
Javier Tootblan,380,Garrett Evans,911,LGO,469,B2,1,1,1,0,-2.69%,2.69%,0,0,LGO,76,858,7,MIA,COL,3,
Alex Peters,700,Garrett Evans,245,RGO,455,B2,2,1,1,0,-1.89%,1.89%,0,0,RGO,76,858,7,MIA,COL,3,
Gottlieb Giannopolous,860,Valeria Lisova,593,K,267,T3,0,1,1,0,-3.26%,3.26%,0,0,K,76,859,7,COL,MIA,3,
Steel Pipe Simpson,767,Valeria Lisova,371,PO,396,T3,1,1,1,0,-3.05%,3.05%,0,0,PO,76,859,7,COL,MIA,3,
Dick McScrotington IV,711,Valeria Lisova,566,BB,145,T3,2,1,1,0,2.50%,-2.50%,0,0,BB,76,859,7,COL,MIA,3,
Buttfart McPoopus,,Valeria Lisova,,Auto K,,T3,2,1,1,1,-4.57%,4.57%,0,0,Auto K,76,859,7,COL,MIA,3,
Jerry Jingles,200,Garrett Evans,482,K,282,B3,0,1,1,0,-3.32%,3.32%,0,0,K,76,860,7,MIA,COL,3,
Giminy Schlimjim,713,Garrett Evans,522,FO,191,B3,1,1,1,0,-2.80%,2.80%,0,0,FO,76,860,7,MIA,COL,3,
Demetrios Ooga,69,Garrett Evans,190,1B,121,B3,2,1,1,0,2.06%,-2.06%,0,0,1B,76,860,7,MIA,COL,3,
Antonin Periwinkle,733,Garrett Evans,934,FO,201,B3,2,1,1,1,-4.39%,4.39%,0,0,FO,76,860,7,MIA,COL,3,
John Bumbus,172,Valeria Lisova,401,FO,229,T4,0,1,1,0,-3.86%,3.86%,0,0,FO,76,861,7,COL,MIA,3,
Pretzels Poffenberger,146,Valeria Lisova,349,FO,203,T4,1,1,1,0,-3.68%,3.68%,0,0,FO,76,861,7,COL,MIA,3,
Jesse Kilgannon,383,Valeria Lisova,522,1B,139,T4,2,1,1,0,2.71%,-2.71%,0,0,1B,76,861,7,COL,MIA,3,
Les Dee-Ache,222,Valeria Lisova,744,LGO,478,T4,2,1,1,1,-5.26%,5.26%,0,0,LGO,76,861,7,COL,MIA,3,
Andrew Nova,509,Garrett Evans,878,K,369,B4,0,1,1,0,-3.93%,3.93%,0,0,K,76,862,7,MIA,COL,3,
Overdi Fenz,651,Garrett Evans,143,LGO,492,B4,1,1,1,0,-3.43%,3.43%,0,0,LGO,76,862,7,MIA,COL,3,
Ian Brandon Owen Bust,380,Garrett Evans,713,K,333,B4,2,1,1,0,-2.72%,2.72%,0,0,K,76,862,7,MIA,COL,3,
Juan Diego De Las Rosas,937,Valeria Lisova,737,FO,200,T5,0,1,1,0,-4.71%,4.71%,0,0,FO,76,863,7,COL,MIA,3,
Gottlieb Giannopolous,418,Valeria Lisova,861,RGO,443,T5,1,1,1,0,-4.48%,4.48%,0,0,RGO,76,863,7,COL,MIA,3,
Steel Pipe Simpson,777,Valeria Lisova,433,K,344,T5,2,1,1,0,-3.27%,3.27%,0,0,K,76,863,7,COL,MIA,3,
Javier Tootblan,674,Garrett Evans,561,BB,113,B5,0,1,1,0,5.26%,-5.26%,0,0,BB,76,864,7,MIA,COL,3,
Alex Peters,200,Garrett Evans,753,DP,447,B5,0,1,1,1,-14.42%,14.42%,0,0,RGO,76,864,7,MIA,COL,3,
Jerry Jingles,200,Garrett Evans,413,K,213,B5,2,1,1,0,-3.05%,3.05%,0,0,K,76,864,7,MIA,COL,3,
Dick McScrotington IV,123,Valeria Lisova,29,1B,94,T6,0,1,1,0,6.63%,-6.63%,0,0,1B,76,865,7,COL,MIA,3,
Jack Alpha,580,Valeria Lisova,830,FO,250,T6,0,1,1,1,-5.95%,5.95%,0,0,FO,76,865,7,COL,MIA,3,
John Bumbus,323,Valeria Lisova,588,FO,265,T6,1,1,1,1,-8.71%,8.71%,0,0,FO,76,865,7,COL,MIA,3,
Pretzels Poffenberger,563,Valeria Lisova,366,FO,197,T6,2,1,1,1,-8.77%,8.77%,0,0,FO,76,865,7,COL,MIA,3,
Giminy Schlimjim,567,Garrett Evans,888,K,321,B6,0,1,1,0,-6.12%,6.12%,0,0,K,76,866,7,MIA,COL,3,
Demetrios Ooga,650,Garrett Evans,777,1B,127,B6,1,1,1,0,5.84%,-5.84%,0,1,1B,76,866,7,MIA,COL,3,
Demetrios Ooga,777,Garrett Evans,901,SB,124,B6,1,1,1,1,5.67%,-5.67%,0,0,SB,76,866,7,MIA,COL,3,
Antonin Periwinkle,269,Garrett Evans,619,K,350,B6,1,1,1,2,-8.05%,8.05%,0,0,K,76,866,7,MIA,COL,3,
Andrew Nova,69,Garrett Evans,27,2B,42,B6,2,1,1,2,35.63%,-35.63%,1,0,2B,76,866,7,MIA,COL,3,
Demondre Bradford,748,Whorpus Whiff,930,FO,182,T1,0,0,0,0,-2.52%,2.52%,0,0,FO,77,867,7,MTL,CHC,3,
Charles Lindberg,463,Whorpus Whiff,748,K,285,T1,1,0,0,0,-2.51%,2.51%,0,0,K,77,867,7,MTL,CHC,3,
